stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
9,9,W Montgomery Rd @ N Shepherd Dr,W MONTGOMERY RD & N SHEPHERD DR,29.850005,-95.412569,,,,,,0
17,17,Lawn St @ Fortune,LAWN ST & FORTUNE ST,29.873446,-95.417372,,,,,,0
19,19,Ringold St @ De Priest Dr,RINGOLD ST & DE PRIEST ST,29.874392,-95.421103,,,,,,0
33,33,W Montgomery Rd @ McCrarey Dr,W MONTGOMERY RD & MC CRAREY DR,29.887479,-95.453293,,,,,,0
61,61,Main St @ Dryden Rd,MAIN ST & DRYDEN RD,29.710571,-95.401783,,,,,,0
64,64,Maxey Road Park & Ride,MAXEY RD,29.784356,-95.217505,,,,,,1
66,66,Westwood Park & Ride,SOUTHWEST FREEWAY,29.672177,-95.54828,,,,,,1
67,67,Greenspoint TC,GREENSPOINT DR,29.948593,-95.410372,,,,,,1
68,68,Acres Homes Transit Center,W MONTGOMERY RD,29.864924,-95.430979,,,,,,1
69,69,Fifth Ward/Denver Harbor Transit Center,LOCKWOOD DR,29.77535,-95.315375,,,,,,1
71,71,Hillcroft TC,HILLCROFT PR,29.722577,-95.495879,,,,,,0
72,72,Southeast Transit Center,SCOTTCREST DR,29.701387,-95.357172,,,,,,1
73,73,Hiram Clarke Transit Center,HIRAMCLARKETC,29.613892,-95.43185,,,,,,1
74,74,Bellaire Transit Center,BELLAIRE BLVD,29.705711,-95.468828,,,,,,1
75,75,Eastwood Transit Center,EASTWOOD TC,29.728231,-95.335165,,,,,,1
76,76,Kashmere Transit Center,KELLEY ST,29.814114,-95.327869,,,,,,1
77,77,Magnolia Transit Center,HARRISBURG BLVD,29.735182,-95.303042,,,,,,1
78,78,Mesa Transit Center,MESA DR,29.849775,-95.264267,,,,,,1
79,79,Northwest Transit Center - Platform 2,OLD KATY RD,29.783072,-95.455458,,,,,,1
80,80,Tidwell Transit Center,EPSOM RD,29.85163,-95.337046,,,,,,1
81,81,Fuqua Park & Ride,SABO RD,29.609886,-95.21693,,,,,,1
82,82,Monroe Park & Ride,MONROE PR,29.66395,-95.254618,,,,,,1
83,83,North Shepherd Park & Ride,SHEPHERD DR,29.876016,-95.414097,,,,,,1
84,84,Spring Park & Ride,CARLSWAY RD,30.022103,-95.417595,,,,,,1
85,85,Gessner Park & Ride,WESTPARK DR,29.720336,-95.537158,,,,,,1
86,86,Kingsland Park & Ride,KINGSLAND BLVD,29.774021,-95.744426,,,,,,1
87,87,El Franco Lee Clinic,EL FRANCO LEE DR & GLENWOLDE DR,29.679669,-95.573007,,,,,,0
88,88,Addicks Park & Ride,PARK ROW RD,29.787456,-95.638333,,,,,,1
89,89,Bay Area Park & Ride,BAY AREA BLVD,29.552892,-95.124068,,,,,,1
90,90,Eastex Park & Ride,OLD HUMBLE RD,29.927799,-95.298148,,,,,,1
91,91,Kingwood Park & Ride,LAKE HOUSTON PKWY,30.054341,-95.183067,,,,,,1
92,92,Kuykendahl Park & Ride,KUYKENDAHL RD,29.973646,-95.425368,,,,,,1
93,93,West Little York Park & Ride,HEMPSTEAD RD,29.869782,-95.553165,,,,,,1
94,94,Mission Bend TC,MISSION BEND PR,29.711374,-95.62941,,,,,,1
95,95,Northwest Station Park & Ride,NORTHWEST FREEWAY,29.902195,-95.594044,,,,,,1
97,97,Fondren Transit Center,FONDREN RD,29.621839,-95.50714,,,,,,1
98,98,Seton Lake Park & Ride,SETON LAKE DR,29.927812,-95.499306,,,,,,1
99,99,West Bellfort Park & Ride,ROARK RD,29.655206,-95.559837,,,,,,1
100,100,West Loop Transit Center,W LOOP S,29.679521,-95.45719,,,,,,1
101,101,Memorial Dr @ Greenbay St,MEMORIAL DR & GREENBAY,29.762478,-95.506399,,,,,,0
102,102,Ranchester Dr @ Town Park Dr Mb,RANCHESTER DR & TOWN PARK DR,29.71465,-95.547502,,,,,,0
103,103,Ranchester Dr @ Harwin Dr Mb,RANCHESTER DR & HARWIN DR,29.714575,-95.547666,,,,,,0
104,104,S Gessner Rd @ Hendon Ln,S GESSNER RD & HENDON LN,29.694198,-95.53701,,,,,,0
105,105,Plazamericas,BELLAIRE BLVD & SOUTHWEST FREEWAY,29.705263,-95.515627,,,,,,0
106,106,Hillcroft Ave @ Southwest Freeway,HILLCROFT AVE & SOUTHWEST FREEWAY,29.717343,-95.500073,,,,,,0
107,107,S Rice Ave @ Westpark Dr,S RICE AVE & WESTPARK DR,29.725076,-95.46826,,,,,,0
108,108,Silber Rd @ Shavelson St,SILBER RD & SHAVELSON ST,29.786884,-95.467915,,,,,,0
109,109,Silber Rd @ Hartland St,SILBER RD & HARTLAND ST,29.788779,-95.467961,,,,,,0
110,110,Silber Rd @ Hartland St,SILBER RD & HARTLAND ST,29.791184,-95.468,,,,,,0
111,111,Silber Rd @ Rolla St,SILBER RD & ROLLA ST,29.792729,-95.468048,,,,,,0
112,112,Silber Rd @ Rolla St,SILBER RD & ROLLA ST,29.792878,-95.468191,,,,,,0
113,113,Silber Rd @ Rolla St Mb,SILBER RD & ROLLA ST,29.791062,-95.468186,,,,,,0
114,114,Silber Rd @ Hartland St,SILBER RD & HARTLAND ST,29.788777,-95.468164,,,,,,0
115,115,Silber Rd @ Shavelson St,SILBER RD & SHAVELSON ST,29.786425,-95.468131,,,,,,0
120,120,Fournace Pl @ Anderson St,FOURNACE PL & ANDERSON ST,29.716682,-95.463875,,,,,,0
121,121,Braeswood Blvd @ S Gessner Rd Mb,BRAESWOOD BLVD & S GESSNER RD,29.67145,-95.529695,,,,,,0
122,122,W Gray St @ Waugh Dr,W GRAY ST & WAUGH DR,29.753146,-95.398286,,,,,,0
127,127,Westheimer Rd @ W Loop S,WESTHEIMER RD & W LOOP S,29.741033,-95.456859,,,,,,0
128,128,Westheimer Rd @ Eastgrove Ln,WESTHEIMER RD & EASTGROVE LN,29.741559,-95.438683,,,,,,0
129,129,Westheimer Rd @ Buffalo Speedway,WESTHEIMER RD & BUFFALO SPEEDWAY,29.741982,-95.430283,,,,,,0
133,133,S Post Oak Ln @ Westbriar Ln,S POST OAK LN & WESTBRIAR LN,29.751486,-95.46292,,,,,,0
134,134,N Post Oak Rd @ Memorial Dr,N POST OAK RD & MEMORIAL DR,29.773925,-95.456457,,,,,,0
137,137,N Post Oak Rd @ Oakford Dr Mb,N POST OAK RD & OAKFORD DR,29.780041,-95.456548,,,,,,0
138,138,Westheimer Rd @ Crescent Park Dr,WESTHEIMER RD & CRESCENT PARK DR,29.736384,-95.585709,,,,,,0
141,141,Memorial Dr @ Wilcrest Dr,MEMORIAL DR & N WILCREST DR,29.772789,-95.580132,,,,,,0
142,142,Cavalcade St @ Russell St,CAVALCADE ST & RUSSELL ST,29.800041,-95.332696,,,,,,0
143,143,Tidwell Rd @ Shoreham St,TIDWELL RD & SHOREHAM ST,29.848034,-95.344674,,,,,,0
144,144,N Wayside Dr @ Millard St,N WAYSIDE DR & MILLARD ST,29.803515,-95.2845,,,,,,0
145,145,N Wayside Dr @ N Loop E,N WAYSIDE DR & N LOOP E,29.804022,-95.284741,,,,,,0
147,147,N Loop E @ Gellhorn Dr,N LOOP E & GELLHORN DR,29.785182,-95.264596,,,,,,0
148,148,N Loop E @ Gellhorn Dr,N LOOP E & GELLHORN DR,29.788515,-95.265975,,,,,,0
149,149,N Loop E @ Gellhorn Dr Mb2,N LOOP E & GELLHORN DR,29.790611,-95.26682,,,,,,0
150,150,N Loop E @ Banner Dr Mb,N LOOP E & BANNER DR,29.796655,-95.270287,,,,,,0
151,151,N Loop E @ Citypark Loop,N LOOP E & CITYPARK LOOP,29.798525,-95.273239,,,,,,0
154,154,W 20th St @ N Durham Dr Mb,W 20TH ST & N DURHAM DR,29.803792,-95.414712,,,,,,0
157,157,Richmond Ave @ Caseta Dr,RICHMOND AVE & CASETA DR,29.730299,-95.650314,,,,,,0
159,159,Westlake Park Blvd @ Gracie St,WESTLAKE PARK BLVD & GRACIE ST,29.780582,-95.630134,,,,,,0
160,160,Westheimer Rd @ Old Farm Rd,WESTHEIMER RD & OLD FARM RD,29.737377,-95.50903,,,,,,0
161,161,Westheimer Rd @ Old Farm Rd,WESTHEIMER RD & OLD FARM RD,29.737648,-95.512178,,,,,,0
162,162,Dividend Dr @ Currency St,DIVIDEND DR & CURRENCY ST,29.780371,-95.260355,,,,,,0
163,163,Currency St @ N Loop E,CURRENCY ST & N LOOP E,29.779679,-95.262306,,,,,,0
164,164,Gellhorn Dr @ N Loop E,GELLHORN DR & N LOOP E,29.784366,-95.265744,,,,,,0
165,165,Gellhorn Dr @ E Loop N Mb1,GELLHORN DR & E LOOP N,29.782223,-95.270172,,,,,,0
166,166,Gellhorn Dr @ E Loop N MB SB2,GELLHORN DR & E LOOP N,29.779872,-95.2716,,,,,,0
167,167,Gellhorn Dr @ East Freeway,GELLHORN DR & EAST FREEWAY,29.777454,-95.272122,,,,,,0
170,170,Pleasantville Dr @ Market St,PLEASANTVILLE DR & MARKET ST,29.770772,-95.277625,,,,,,0
171,171,Pleasantville Dr @ Market St,PLEASANTVILLE DR & MARKET ST,29.769418,-95.276916,,,,,,0
172,172,Pleasantville Dr @ Tilgham St,PLEASANTVILLE DR & TILGHAM ST,29.766224,-95.276073,,,,,,0
173,173,Tilgham St @ Gellhorn Dr,TILGHAM ST & GELLHORN DR,29.765817,-95.272916,,,,,,0
174,174,Tilgham St @ Ledwicke,TILGHAM ST & LEDWICKE,29.765508,-95.270416,,,,,,0
175,175,Ledwicke   @ Pattibob,LEDWICKE & PATTIBOB,29.7634,-95.270134,,,,,,0
176,176,Ledwicke   @ Flossie Mae,LEDWICKE & FLOSSIE MAE,29.761927,-95.270104,,,,,,0
177,177,Ledwicke   @ Guinevere St,LEDWICKE & GUINEVERE ST,29.760431,-95.270085,,,,,,0
178,178,Gellhorn Dr @ Guinevere St,GELLHORN DR & GUINEVERE ST,29.759862,-95.272848,,,,,,0
179,179,Gellhorn Dr @ Bucroft,GELLHORN DR & BUCROFT,29.757449,-95.272795,,,,,,0
180,180,Bucroft St @ Silverdale St,BUCROFT & SILVERDALE,29.757354,-95.27473,,,,,,0
181,181,Pleasantville Dr @ Guinevere St,PLEASANTVILLE DR & GUINEVERE ST,29.759517,-95.275808,,,,,,0
182,182,Guinevere St @ Demaree Ln,GUINEVERE ST & DEMAREE LN,29.759621,-95.277482,,,,,,0
183,183,Munn St @ Demaree Ln,MUNN ST & DEMAREE LN,29.761241,-95.278064,,,,,,0
185,185,Market St @ McCarty St,MARKET ST & MC CARTY ST,29.772198,-95.283313,,,,,,0
189,189,Gellhorn Dr @ East Fwy Mb Nb1,GELLHORN DR & EAST FWY,29.779523,-95.271407,,,,,,0
190,190,Gellhorn Dr @ East Freeway MB NB2,GELLHORN DR & EAST FWY,29.781916,-95.270141,,,,,,0
191,191,Gellhorn Dr @ N Loop E Ns,GELLHORN DR & N LOOP E,29.784177,-95.265503,,,,,,0
192,192,Gellhorn Dr @ Woodforest Blvd,GELLHORN DR & WOODFOREST BLVD,29.785424,-95.261626,,,,,,0
193,193,Woodforest Blvd @ Dividend Dr,WOODFOREST BLVD & DIVIDEND DR,29.784594,-95.260396,,,,,,0
194,194,Wallisville Rd @ Manitou Dr,WALLISVILLE RD & MANITOU DR,29.791809,-95.264686,,,,,,0
195,195,Wallisville Rd @ Mesa Dr,WALLISVILLE RD & MESA DR,29.7924,-95.259223,,,,,,0
196,196,Wallisville Rd @ Trailmobile Dr,WALLISVILLE RD & TRAILMOBILE DR,29.793347,-95.254427,,,,,,0
197,197,Wallisville Rd @ Oates Rd,WALLISVILLE RD & OATES RD,29.794812,-95.24641,,,,,,0
198,198,Oates Rd @ Wallisville Rd,OATES RD & WALLISVILLE RD,29.798642,-95.24106,,,,,,0
199,199,Oates Rd @ Debra Rd,OATES RD & DEBRA RD,29.805045,-95.2404,,,,,,0
200,200,Oates Rd @ Pandora St,OATES RD & PANDORA ST,29.807882,-95.240454,,,,,,0
201,201,Oates Rd @ Penelope St,OATES RD & PENELOPE ST,29.810105,-95.240454,,,,,,0
202,202,Oates Rd @ Oak Brook Dr,OATES RD & OAK BROOK DR,29.81221,-95.24046,,,,,,0
203,203,Oates Rd @ Oak Brook Dr,OATES RD & OAK BROOK DR,29.812369,-95.240643,,,,,,0
204,204,Oates Rd @ Penelope St,OATES RD & PENELOPE ST,29.810388,-95.240651,,,,,,0
205,205,Oates Rd @ Pandora St,OATES RD & PANDORA ST,29.808274,-95.240613,,,,,,0
206,206,Oates Rd @ Debra Rd,OATES RD & DEBRA RD,29.80518,-95.240594,,,,,,0
207,207,Oates Rd @ Needham St,OATES RD & NEEDHAM ST,29.801649,-95.240559,,,,,,0
208,208,Oates Rd @ Needham St,OATES RD & NEEDHAM ST,29.798859,-95.241111,,,,,,0
210,210,Wallisville Rd @ Trailmobile Dr,WALLISVILLE RD & TRAILMOBILE DR,29.793653,-95.254119,,,,,,0
211,211,Wallisville Rd @ Mesa Dr,WALLISVILLE RD & MESA DR,29.792787,-95.258449,,,,,,0
212,212,Wallisville Rd @ Manitou Dr,WALLISVILLE RD & MANITOU DR,29.792059,-95.264218,,,,,,0
213,213,Breton Ridge Dr @ FM 1960 Rd,BRETON RIDGE DR & FM 1960 RD,29.96613,-95.539956,,,,,,0
214,214,Fannin St @ Franklin St,FANNIN ST & FRANKLIN ST,29.762634,-95.359245,,,,,,0
215,215,Fannin St @ Preston St,FANNIN ST & PRESTON ST,29.761153,-95.36042,,,,,,0
216,216,Fannin St @ Prairie St,FANNIN ST & PRAIRIE ST,29.760364,-95.361046,,,,,,0
217,217,Fannin St @ Bell St,FANNIN ST & BELL ST,29.752868,-95.366976,,,,,,0
218,218,Fannin St @ Leeland St,FANNIN ST & LEELAND ST,29.752116,-95.367575,,,,,,0
219,219,Fannin St @ Jefferson St,FANNIN ST & JEFFERSON ST,29.750621,-95.368759,,,,,,0
220,220,Fannin St @ St Joseph Pkwy,FANNIN ST & ST JOSEPH PKWY,29.749877,-95.369338,,,,,,0
221,221,San Jacinto St @ Jefferson St,SAN JACINTO ST & JEFFERSON ST,29.749764,-95.36796,,,,,,0
222,222,San Jacinto St @ Prairie St,SAN JACINTO ST & PRAIRIE ST,29.759566,-95.36019,,,,,,0
223,223,San Jacinto St @ Preston St,SAN JACINTO ST & PRESTON ST,29.760286,-95.359624,,,,,,0
224,224,San Jacinto St @ Franklin St,SAN JACINTO ST & FRANKLIN ST,29.761606,-95.35858,,,,,,0
226,226,San Jacinto St @ Wood St,SAN JACINTO ST & WOOD ST,29.766484,-95.356428,,,,,,0
238,238,Capitol St @ Bagby St,CAPITOL ST & BAGBY ST,29.762335,-95.368907,,,,,,0
242,242,Fannin St @ Texas Ave,FANNIN ST & TEXAS AVE,29.759604,-95.361657,,,,,,0
243,243,Fannin St @ Capitol St,FANNIN ST & CAPITOL ST,29.75892,-95.36219,,,,,,0
244,244,Fannin St @ Rusk St,FANNIN ST & RUSK ST,29.75811,-95.362833,,,,,,0
245,245,Fannin St @ Walker St,FANNIN ST & WALKER ST,29.757323,-95.363457,,,,,,0
246,246,Fannin St @ McKinney St,FANNIN ST & MC KINNEY ST,29.756585,-95.364047,,,,,,0
247,247,Fannin St @ Lamar St,FANNIN ST & LAMAR ST,29.755967,-95.364518,,,,,,0
248,248,Fannin St @ Dallas St,FANNIN ST & DALLAS ST,29.755098,-95.365216,,,,,,0
249,249,Fannin St @ Polk St,FANNIN ST & POLK ST,29.754347,-95.365829,,,,,,0
250,250,Fannin St @ Clay St,FANNIN ST & CLAY ST,29.75368,-95.366331,,,,,,0
251,251,Fannin St @ Pease St,FANNIN ST & PEASE ST,29.75141,-95.368135,,,,,,0
253,253,San Jacinto St @ St Joseph Pkwy,SAN JACINTO ST & ST JOSEPH PKWY,29.749023,-95.368538,,,,,,0
254,254,San Jacinto St @ Bell St,SAN JACINTO ST & BELL ST,29.752015,-95.366173,,,,,,0
255,255,San Jacinto St @ Clay St,SAN JACINTO ST & CLAY ST,29.752745,-95.365591,,,,,,0
256,256,San Jacinto St @ Polk St,SAN JACINTO ST & POLK ST,29.753517,-95.364977,,,,,,0
257,257,San Jacinto St @ Dallas St,SAN JACINTO ST & DALLAS ST,29.754253,-95.364387,,,,,,0
258,258,San Jacinto St @ Lamar St,SAN JACINTO ST & LAMAR ST,29.754989,-95.363818,,,,,,0
259,259,San Jacinto St @ McKinney St,SAN JACINTO ST & MC KINNEY ST,29.755742,-95.363213,,,,,,0
260,260,San Jacinto St @ Walker St,SAN JACINTO ST & WALKER ST,29.756448,-95.362635,,,,,,0
262,262,San Jacinto St @ Rusk St,SAN JACINTO ST & RUSK ST,29.757233,-95.362038,,,,,,0
263,263,San Jacinto St @ Capitol St,SAN JACINTO ST & CAPITOL ST,29.757971,-95.361452,,,,,,0
264,264,San Jacinto St @ Congress St,SAN JACINTO ST & CONGRESS ST,29.760944,-95.359093,,,,,,0
265,265,San Jacinto St @ Commerce St,SAN JACINTO ST & COMMERCE ST,29.762506,-95.357857,,,,,,0
277,277,Franklin St @ Fannin St,FRANKLIN ST & FANNIN ST,29.762509,-95.359494,,,,,,0
279,279,Preston St @ Smith St,PRESTON ST & SMITH ST,29.763589,-95.364983,,,,,,0
300,300,San Jacinto St @ Leeland St,SAN JACINTO ST & LEELAND ST,29.75126,-95.366772,,,,,,0
306,306,St Joseph Pkwy @ Caroline St,ST JOSEPH PKWY & CAROLINE ST,29.74865,-95.367482,,,,,,0
307,307,St Joseph Pkwy @ San Jacinto St,ST JOSEPH PKWY & SAN JACINTO ST,29.749163,-95.368328,,,,,,0
308,308,St Joseph Pkwy @ Fannin St,ST JOSEPH PKWY & FANNIN ST,29.749692,-95.369194,,,,,,0
309,309,St Joseph Pkwy @ Main St,0 ST JOSEPH PKWY & MAIN ST,29.750018,-95.369749,,,,,,0
310,310,St Joseph Pkwy @ Travis St,ST JOSEPH PKWY & TRAVIS ST,29.750747,-95.370944,,,,,,0
321,321,Gray St @ Brazos St,GRAY ST & BRAZOS ST,29.751316,-95.375542,,,,,,0
326,326,St Joseph Pkwy @ La Branch St,ST JOSEPH PKWY & LA BRANCH ST,29.747603,-95.365743,,,,,,0
328,328,St Joseph Pkwy @ Louisiana St,ST JOSEPH PKWY & LOUISIANA ST,29.751741,-95.372594,,,,,,0
329,329,Jefferson St @ Smith St,JEFFERSON ST & SMITH ST,29.753104,-95.373328,,,,,,0
340,340,Lamar St @ San Jacinto St,LAMAR ST & SAN JACINTO ST,29.755033,-95.363442,,,,,,0
342,342,Lamar St @ Main St,LAMAR ST & MAIN ST,29.756166,-95.365301,,,,,,0
344,344,Lamar St @ Milam St,LAMAR ST & MILAM ST,29.757229,-95.367074,,,,,,0
346,346,Lamar St @ Smith St,LAMAR ST & SMITH ST,29.758285,-95.368807,,,,,,0
348,348,Coke St @ Finnigan Park Place Ct,COKE ST & FINNIGAN PARK PLACE CT,29.767966,-95.32164,,,,,,0
349,349,Coke St @ Finnigan Park Place Ct,COKE ST & FINNIGAN PARK PLACE CT,29.767889,-95.319041,,,,,,0
350,350,Carroll Oliver Way @ Arapahoe St,CARROLL OLIVER WAY & ARAPAHOE ST,29.770945,-95.317316,,,,,,0
351,351,Carroll Oliver Way @ Market St,CARROLL OLIVER WAY & MARKET ST,29.772417,-95.317329,,,,,,0
352,352,Market St @ Lockwood Dr,MARKET ST & LOCKWOOD DR,29.772577,-95.315839,,,,,,0
353,353,Navigation Blvd @ Runnels St,NAVIGATION BLVD & RUNNELS ST,29.759177,-95.346514,,,,,,0
355,355,Clinton Dr @ Meadow St,CLINTON DR & MEADOW ST,29.764602,-95.339752,,,,,,0
356,356,Clinton Dr @ Bayou St,CLINTON DR & BAYOU ST,29.764654,-95.337586,,,,,,0
357,357,Clinton Dr @ Gregg St,CLINTON DR & GREGG ST,29.764681,-95.335817,,,,,,0
358,358,Clinton Dr @ Bringhurst St,CLINTON DR & BRINGHURST ST,29.764707,-95.333834,,,,,,0
359,359,Clinton Dr @ Bringhurst St Mb1,CLINTON DR & BRINGHURST ST,29.765302,-95.331846,,,,,,0
360,360,Clinton Dr @ Bringhurst St Mb2,CLINTON DR & BRINGHURST ST,29.765337,-95.329856,,,,,,0
361,361,Clinton Dr @ Hirsch Rd,CLINTON DR & HIRSCH RD,29.765349,-95.327749,,,,,,0
362,362,Clinton Dr @ Ida St,CLINTON DR & IDA ST,29.765391,-95.325552,,,,,,0
363,363,Clinton Dr @ Schweikhardt St,CLINTON DR & SCHWEIKHARDT ST,29.765405,-95.323347,,,,,,0
364,364,Clinton Dr @ Japhet St,CLINTON DR & JAPHET ST,29.764857,-95.321388,,,,,,0
365,365,Clinton Dr @ Japhet St,CLINTON DR & JAPHET ST,29.764354,-95.31839,,,,,,0
366,366,Clinton Dr @ Lockwood Dr,CLINTON DR & LOCKWOOD DR,29.763736,-95.316234,,,,,,0
367,367,Clinton Dr @ Lockwood Dr MB 1,CLINTON DR & LOCKWOOD DR,29.762828,-95.31324,,,,,,0
368,368,Clinton Dr @ Lockwood Dr MB 2,CLINTON DR & LOCKWOOD DR,29.76225,-95.311191,,,,,,0
369,369,Clinton Dr @ Kress St,CLINTON DR & KRESS ST,29.761524,-95.308674,,,,,,0
370,370,Clinton Dr @ Gazin St,CLINTON DR & GAZIN,29.760045,-95.304424,,,,,,0
371,371,Clinton Dr @ Lathrop St,CLINTON DR & LATHROP ST,29.758571,-95.301649,,,,,,0
372,372,Clinton Dr @ Armour Dr,CLINTON DR & ARMOUR DR,29.758068,-95.300721,,,,,,0
373,373,Clinton Dr @ Armour Dr Mb,CLINTON DR & ARMOUR DR,29.757426,-95.299476,,,,,,0
374,374,Clinton Dr @ Wayside Dr,CLINTON DR & WAYSIDE DR,29.756692,-95.29557,,,,,,0
375,375,Clinton Dr @ Ssgt Macario Garcia Dr,CLINTON DR & SSGT MACARIO GARCIA DR,29.757704,-95.299253,,,,,,0
376,376,Clinton Dr @ Lathrop St,CLINTON DR & LATHROP ST,29.758639,-95.301055,,,,,,0
377,377,Clinton Dr @ Gazin,CLINTON DR & GAZIN,29.760286,-95.304251,,,,,,0
378,378,Clinton Dr @ Kress St,CLINTON DR & KRESS ST,29.761478,-95.307541,,,,,,0
379,379,Clinton Dr @ Kress St,CLINTON DR & KRESS ST,29.761997,-95.309351,,,,,,0
380,380,Clinton Dr @ Kress St MB 1,CLINTON DR & KRESS ST,29.762402,-95.310772,,,,,,0
381,381,Clinton Dr @ Kress St MB 2,CLINTON DR & KRESS ST,29.763123,-95.313285,,,,,,0
382,382,Clinton Dr @ Lockwood Dr,CLINTON DR & LOCKWOOD DR,29.763674,-95.315193,,,,,,0
383,383,Clinton Dr @ Lockwood Dr Mb1,CLINTON DR & LOCKWOOD DR,29.764124,-95.316974,,,,,,0
384,384,Clinton Dr @ Lockwood Dr,CLINTON DR & LOCKWOOD DR,29.764544,-95.318507,,,,,,0
385,385,Clinton Dr @ Japhet St,CLINTON DR & JAPHET ST,29.764897,-95.321014,,,,,,0
386,386,Clinton Dr @ Emile,CLINTON DR & EMILE,29.765552,-95.324084,,,,,,0
388,388,Clinton Dr @ Judd St,CLINTON DR & JUDD ST,29.765526,-95.327879,,,,,,0
389,389,Clinton Dr @ Judd St MB1,CLINTON DR & JUDD ST,29.765497,-95.33013,,,,,,0
391,391,Clinton Dr @ Bringhurst St,CLINTON DR & BRINGHURST ST,29.76489,-95.333628,,,,,,0
392,392,Clinton Dr @ Gregg St,CLINTON DR & GREGG ST,29.764843,-95.335471,,,,,,0
393,393,Clinton Dr @ Bayou St,CLINTON DR & BAYOU ST,29.764813,-95.337187,,,,,,0
394,394,Clinton Dr @ Meadow St,CLINTON DR & MEADOW ST,29.764768,-95.340476,,,,,,0
395,395,Clinton Dr @ Jensen Dr,CLINTON DR & JENSEN DR,29.764735,-95.342001,,,,,,0
420,420,San Felipe Rd @ Maconda Ln,SAN FELIPE RD & MACONDA LN,29.747121,-95.438307,,,,,,0
429,429,Buffalo Speedway @ Southwest Fwy Mb,BUFFALO SPEEDWAY & SOUTHWEST FREEWAY,29.731958,-95.428475,,,,,,0
430,430,Post Oak Park Dr @ Briar Hollow Pl,POST OAK PARK DR & BRIAR HOLLOW PL,29.752443,-95.453954,,,,,,0
431,431,Post Oak Park Dr @ Post Oak Pl,POST OAK PARK DR & POST OAK PL,29.750071,-95.453954,,,,,,0
432,432,Post Oak Park Dr @ Post Oak Pkwy,POST OAK PARK DR & POST OAK PKWY,29.747803,-95.453895,,,,,,0
433,433,Nb Post Oak Park Dr @ Post Oak Pkwy,POST OAK PARK DR & POST OAK PKWY,29.748434,-95.453804,,,,,,0
434,434,Post Oak Park Dr @ Post Oak Place,POST OAK PARK DR & POST OAK PLACE DR,29.750643,-95.453809,,,,,,0
435,435,Post Oak Park Dr @ Briar Hollow Pl,POST OAK PARK DR & BRIAR HOLLOW PL,29.752606,-95.453827,,,,,,0
444,444,S Shepherd Dr @ Branard St,S SHEPHERD DR & BRANARD ST,29.736716,-95.410602,,,,,,0
445,445,S Shepherd Dr @ W Alabama St,S SHEPHERD DR & W ALABAMA ST,29.73837,-95.410622,,,,,,0
446,446,S Shepherd Dr @ Harold St,S SHEPHERD DR & HAROLD ST,29.740333,-95.410634,,,,,,0
447,447,S Shepherd Dr @ Westheimer Rd,S SHEPHERD DR & WESTHEIMER RD,29.742105,-95.410653,,,,,,0
448,448,S Shepherd Dr @ Fairview St,S SHEPHERD DR & FAIRVIEW ST,29.744599,-95.410547,,,,,,0
449,449,S Shepherd Dr @ Indiana St,S SHEPHERD DR & INDIANA ST,29.746538,-95.410587,,,,,,0
450,450,S Shepherd Dr @ Vermont St,S SHEPHERD DR & VERMONT ST,29.748952,-95.410606,,,,,,0
451,451,S Shepherd Dr @ Pelham Dr,S SHEPHERD DR & PELHAM DR,29.751044,-95.410628,,,,,,0
452,452,S Shepherd Dr @ W Gray St,S SHEPHERD DR & W GRAY ST,29.752628,-95.410614,,,,,,0
453,453,S Shepherd Dr @ Brentwood Dr,S SHEPHERD DR & BRENTWOOD DR,29.754091,-95.410661,,,,,,0
454,454,S Shepherd Dr @ Newhouse St,0 S SHEPHERD DR & NEWHOUSE ST,29.755426,-95.409268,,,,,,0
455,455,S Shepherd Dr @ W Dallas St,S SHEPHERD DR & W DALLAS ST,29.756647,-95.408308,,,,,,0
456,456,Shepherd Dr @ Memorial Dr,SHEPHERD DR & MEMORIAL DR,29.762233,-95.408842,,,,,,0
457,457,Shepherd Dr @ Dickson St,SHEPHERD DR & DICKSON,29.76426,-95.40923,,,,,,0
458,458,Shepherd Dr @ Feagan St,SHEPHERD DR & FEAGAN ST,29.766011,-95.409322,,,,,,0
459,459,Shepherd Dr @ Blossom St,SHEPHERD DR & BLOSSOM ST,29.767458,-95.409355,,,,,,0
460,460,Shepherd Dr @ Rose St,SHEPHERD DR & ROSE ST,29.768924,-95.409376,,,,,,0
461,461,Shepherd Dr @ Washington Ave,SHEPHERD DR & WASHINGTON AVE,29.770345,-95.409409,,,,,,0
462,462,Shepherd Dr @ Center St,SHEPHERD DR & CENTER ST,29.771554,-95.409422,,,,,,0
463,463,Shepherd Dr @ Eli,SHEPHERD DR & ELI,29.773295,-95.40946,,,,,,0
464,464,Shepherd Dr @ Eigel St,SHEPHERD DR & EIGEL ST,29.774771,-95.409467,,,,,,0
465,465,Shepherd Dr @ Nolda St,SHEPHERD DR & NOLDA ST,29.775902,-95.40951,,,,,,0
467,467,Washington Ave @ Patterson St,WASHINGTON AVE & PATTERSON ST,29.770437,-95.406308,,,,,,0
469,469,Washington Ave @ Jackson Hill St,WASHINGTON AVE & JACKSON HILL ST,29.769922,-95.401404,,,,,,0
